Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
159,158.0,"[""Pac - 12 Conference national championships - wikipedia  List of Pac - 12 Conference national championships  Jump to : navigation , search  The following is a list of current Pac - 12 Conference members ' NCAA and AIAW championships . Current Pac - 12 members have won 500 NCAA national championships ( As of May 31 , 2017 ) becoming the first conference to win 500 team titles , which is 193 more than the next closest confernce , The Big Ten . Since the 1999 - 2000 academic year , the Pac - 12 claims a total""]",how many championships does the pac 12 have,['500'],"As an AI language model, I cannot provide the current number of championships as it may constantly change over time. However, the Pac-12 Conference has won numerous NCAA National Championships in various sports.",1.0,DATV,0.804831624,1.003028274,0.1159002,0.04569720849,,,,,,,
160,159.0,"[""Schempp ruling , which made the corporate reading of the Bible and recitation of the Lord 's Prayer unlawful in public schools .  1963 and after ( edit )  In these two landmark decisions , Engel v. Vitale ( 1962 ) and Abington School District v. Schempp ( 1963 ) , the Supreme Court established what is now the current prohibition on state - sponsored prayer in US schools . While the Engel decision held that the promulgation of an official state - school prayer stood in violation of the First Amendment 's Establishment Clause ( thus overruling the""]",when was prayer taken out of the schools,['1963'],"In 1962, following the Supreme Court case of Engel v. Vitale.",3.0,Incorrect gold,0.8240938187,1.738506913,0.18560742,0.4891564846,,,,,,,
161,160.0,"['( i.e. 8,000 ) were Jamaicans ( with the next largest expatriate communities coming from the United States , United Kingdom and Canada ) .   Hurricane Ivan ( edit )  Ivan damage in the Cayman Islands See also : Natural disasters in the Cayman Islands  In September 2004 , The Cayman Islands were hit by Hurricane Ivan , causing mass devastation , loss of human and animal life ( both wild and domestic / livestock ) and flooding , with some accounts reporting that the majority of Grand Cayman had been underwater and with the lower floors of']",when was the last time grand cayman had a hurricane,['September 2004'],It is unclear as there have been multiple hurricanes that have affected Grand Cayman over the years.,1.0,Incorrect prediction,0.8332110047,1.2340554,0.030083295,0.2432008982,,,,,,,
162,161.0,"[', but not for local or state elections .   On March 23 , 1971 , a proposal to lower the voting age to 18 years was adopted by both houses of Congress and sent to the states for ratification . The amendment became part of the Constitution on July 1 , 1971 , three months and eight days after the amendment was submitted to the states for ratification , making this amendment the quickest to be ratified .     Contents  ( hide )   1 Text   2 Background   2.1 Prior legislation  ']",when was the voting age changed to 18,"['July 1 , 1971']",In 1971.,3.0,Different granularity,0.9230139852,2.594240904,0.65459096,0.4603620172,,,,,,,
163,162.0,"['children experience when exposed to strangers . Stranger anxiety and stranger fear are two interchangeable terms . Stranger anxiety is a typical part of the developmental sequence that most children experience . It can occur even if the child is with a caregiver or another person they trust . It peaks from 6 to 12 months but may recur afterwards until the age of 24 months . As a child gets older , stranger anxiety can be a problem as they begin to socialize . Children may become hesitant to play with unfamiliar children . Foster children are especially at risk , particularly if they experienced']",when do babies start to have stranger anxiety,['peaks from 6 to 12 months'],Around 6-9 months of age.,3.0,Different granularity,0.8889606595,2.06941247,0.5093324,0.4446763694,,,,,,,
164,163.0,"[""species ( Tradescantia zebrina ) the guard cells of the stomata are green because they contain chlorophyll while the epidermal cells are chlorophyll - free and contain red pigments .  In botany , a stoma ( plural `` stomata '' ) , also called a stomata ( plural `` stomates '' ) ( from Greek στόμα , `` mouth '' ) , is a pore , found in the epidermis of leaves , stems , and other organs , that facilitates gas exchange . The pore is bordered by a pair of specialized parenchyma cells known as guard cells that""]",what are tiny pores present on the surface of leaf called,['stomates'],Stomata,3.0,Semantically the same,0.9073361158,4.004920006,0.93123686,0.966892302,,,,,,,
165,164.0,"[""Flash ) in the DC Universe .   In 2009 , IGN ranked Zoom as the 37th Greatest Comic Book Villain Of All Time . The character made his live - action debut on The CW 's television series The Flash , portrayed by Teddy Sears while voiced by Tony Todd .   Contents    1 Publication history   2 Fictional character biography   2.1 Origin and transformation into Zoom   2.2 Rogue war   2.3 One Year Later   2.4 Final Crisis   2.5 The Flash : Rebirth   2.6""]",who does the voice of zoom on the flash,['Tony Todd'],Tony Todd,3.0,Exact match,1.0,5.097622871,0.955998,0.9905464649,,,,,,,
166,165.0,"[""government officials , or advocacy groups ( interest groups ) . Lobbyists may be among a legislator 's constituencies , meaning a voter or bloc of voters within their electoral district , or not ; they may engage in lobbying as a business , or not . Professional lobbyists are people whose business is trying to influence legislation , regulation , or other government decisions , actions , or policies on behalf of a group or individual who hires them . Individuals and nonprofit organizations can also lobby as an act of volunteering or as a small part of their normal job ( for instance , a CEO meeting with a representative about a project important to their company ,"", 'or bloc of voters within their electoral district , or not ; they may engage in lobbying as a business , or not . Professional lobbyists are people whose business is trying to influence legislation , regulation , or other government decisions , actions , or policies on behalf of a group or individual who hires them . Individuals and nonprofit organizations can also lobby as an act of volunteering or as a small part of their normal job ( for instance , a CEO meeting with a representative about a project important to their company , or an activist meeting with their legislator']",what is a lobbyist and who do they work for,"['people whose business is trying to influence legislation , regulation , or other government decisions , actions , or policies', 'a group or individual']",A lobbyist is a professional who works on behalf of a special interest group or organization to influence the decisions and actions of government officials. They work to persuade lawmakers and other policymakers to support policies or legislation that align with their clients' interests.,3.0,Semantically the same,0.8574806452,4.09291935,0.67494845,0.8247497678,,,,,,,
167,166.0,"[""    5 Languages   6 See also   7 Notes and references   8 Bibliography   9 External links      Terminology ( edit )   The term `` Fertile Crescent '' was popularized by University of Chicago archaeologist James Henry Breasted , beginning with his high school textbooks Outlines of European History in 1914 and Ancient Times , A History of the Early World in 1916 . Breasted 's 1916 textbook description of the Fertile Crescent :   The westernmost extension of Asia is an irregular region roughly included within the""]",where did the name fertile crescent come from,"['James Henry Breasted ,']","The name ""fertile crescent"" was coined by American archaeologist James Henry Breasted in the early 20th century to describe the region in the Middle East where some of the earliest civilizations developed.",3.0,Different granularity,0.8219052553,3.395195484,0.37329456,0.9876950979,,,,,,,
168,167.0,"['and the regulation of consciousness , sleep , and alertness .   It is a midline symmetrical structure of two halves , within the vertebrate brain , situated between the cerebral cortex and the midbrain . The medial surface of the two halves constitute the upper lateral wall of the third ventricle .   It is the main product of the embryonic diencephalon , as first assigned by Wilhelm His , Sr. in 1893 .     Contents  ( hide )   1 Anatomy   1.1 Blood supply   1.2 Thalamic nuclei   1.3']",which ventricle is located between the two halves of the thalamus,['the third ventricle'],The third ventricle.,3.0,Exact match,0.9902041554,5.054118156,0.96525675,0.9912531972,,,,,,,
169,168.0,"['more goals   As of 2 July 2018 . Sources :     Rank   Nat .   Player   Premier League club ( s )   Goals   Played   Ratio       England   Alan Shearer   Blackburn Rovers , Newcastle United   260   441   0.59       England   Wayne Rooney   Everton , Manchester United   208   494   0.42       England ']",player who scored most goals in premier league,['Alan Shearer'],Alan Shearer with 260 goals,3.0,Different granularity,0.9240566492,2.474714756,0.4950276,0.8990679383,,,,,,,
170,169.0,"[""in the new parliament as Bill C - 210 in January 2016 . In June 2016 , the bill passed its third reading with a vote of 225 to 74 in the House of Commons . The bill passed its third reading in the Senate with a voice vote on January 31 , 2018 and received royal assent on February 7 , 2018 .   Second and third stanzas : historical refrain  A page from Hymns of the Christian Life , 1962 , depicting then long - standing refrain lyrics to `` O Canada '' , but not the original  Below""]",when was the last time the canadian anthem changed,"['January 31 , 2018']",The Canadian anthem was last changed in 1980.,1.0,Incorrect prediction,0.7804529667,0.9900963902,0.008867108,0.4066234529,,,,,,,
171,170.0,"['cities . However , Russia , France , and Germany saw themselves disadvantaged by the treaty and in the Triple Intervention forced Japan to return the Liaotung Peninsula in return for a larger indemnity . The only positive result for China came when those factories led the industrialization of urban China , spinning off a local class of entrepreneurs and skilled mechanics .  Taiwan ( edit ) Main article : History of Taiwan  The island of Formosa ( Taiwan ) had an indigenous population when Dutch traders in need of an Asian base to trade with Japan and China']",who replaced great britain as the leading industrial power in europe after 1870,['China'],Germany,1.0,MISC,0.9860156178,1.046376944,0.0122032855,0.03618835658,,,,,,,
172,171.0,"[""that turned up in the story . -- Paul McCartney , discussing `` Penny Lane '' in a 2009 interview with Clash magazine  During the 1960s , Penny Lane was a significant bus terminus for several routes , and buses with `` Penny Lane '' displayed were common throughout Liverpool . The name Penny Lane is also used for the area that surrounds its junction with Smithdown Road , Smithdown Place ( where the terminus was located ) and Allerton Road , including a busy shopping area .  A Liverpool Penny Lane street sign  According to Barry Miles""]",where is penny lane from the beatles song,['Liverpool'],"Liverpool, England",3.0,Different granularity,0.8469658494,3.934726954,0.7220565,0.9902126193,,,,,,,
173,172.0,"['  Education     George Fox University   Stanford University       Profession     Mining engineer   Civil engineer   Businessman   Humanitarian       Signature       Herbert Clark Hoover ( August 10 , 1874 -- October 20 , 1964 ) was an American engineer , businessman and politician who served as the 31st President of the United States from 1929 to 1933 during the Great Depression . A Republican , as Secretary of Commerce in the 1920s he introduced']",who became president in 1929 the year of the great crash,['Herbert Clark Hoover'],Herbert Hoover,3.0,Semantically the same,0.9454734921,3.673801899,0.8415044,0.6549404263,,,,,,,
174,173.0,"[""as James Patrick March   Wes Bentley as Det . John Lowe   Matt Bomer as Donovan   Chloë Sevigny as Dr. Alex Lowe   Denis O'Hare as Liz Taylor   Cheyenne Jackson as Will Drake   Angela Bassett as Ramona Royale   Lady Gaga as Elizabeth Johnson    Supporting cast ( edit )    Mare Winningham as Hazel Evers ( special guest star )   Lennon Henry as Holden Lowe ( recurring )   Richard T. Jones as Andrew Hahn ( recurring )   Jessica Belkin as""]",who plays the hotel owner in american horror story,['Lady Gaga'],Kathy Bates,1.0,Incorrect Prediction,0.8601206541,1.092925668,0.009636865,0.03812323511,,,,,,,
175,174.0,"[""       `` Who Wants to Live Forever '' is a song by the British rock band Queen . It is the sixth track on the album A Kind of Magic , released in June 1986 , and was written by lead guitarist Brian May for the soundtrack to the film Highlander . The song peaked at No. 24 in the UK charts .     Contents  ( hide )   1 Recording   2 Music video   3 Personnel   4 Cover versions   5 Tributes   6 Funeral music  ""]",when did queen write who wants to live forever,['for the soundtrack to the film Highlander'],It was written and recorded in 1986.,3.0,Incorrect gold,0.8527501225,1.910080791,0.13072932,0.05539882928,,,,,,,
176,175.0,"[""several occasions .   At the end of the 13th season , it was announced that it was renewed for two more seasons through season 16 . On September 9 , 2016 , Fox renewed Hell 's Kitchen for seasons 17 and 18 . The seventeenth season premiered on September 29 , 2017 .     Contents  ( hide )   1 Format   1.1 Challenges   1.2 Dinner service   1.3 Elimination   1.4 Final service     2 Cast   3 Production   3.1 Broadcasting   3.2 Setting""]",when does hell's kitchen new season start,"['September 29 , 2017']","As an AI language model, I don't have access to real-time information, therefore I cannot provide you with the exact answer about the start date for Hell's Kitchen new season. However, you can try to search for the latest news on the internet or on the official website of the show.",1.0,DATV,0.7664567828,0.9282060862,0.0126778055,0.1334607452,,,,,,,
177,176.0,"[""    3 References      Overview ( edit )     Year   Title   Composer   Conductor   Orchestrator   Orchestra       Harry Potter and the Philosopher 's Stone   John Williams   John Williams   Conrad Pope Eddie Karam   Unknown     2002   Harry Potter and the Chamber of Secrets   William Ross   London Symphony Orchestra       Harry Potter and the Prisoner of Azkaban ""]",who composed the music for the first three harry potter films,['John Williams'],John Williams,3.0,Exact match,1.0,5.024307728,0.958485,0.9850164652,,,,,,,
178,177.0,"['23 ) , highest match by any player ( Sachin , 463 ) highest individual score ( Rohit Sharma , 264 ) , best bowling figures ( Chaminda Vaas , 8 -- 19 ) , most runs in an over ( Herschelle Gibbs , 36 ) and fastest century ( AB De Villiers , 31 deliveries ) .   The trend of countries to increase the number of ODI matches they play means that the aggregate lists are dominated by modern players . Indian cricketer Sachin Tendulkar has scored the most runs in ODIs with a total of 18,426 . Sri Lankan']",who has hit the fastest century in odi cricket,['AB De Villiers'],"AB de Villiers, in 31 balls.",3.0,Different granularity,0.9198322296,3.93027854,0.5212306,0.990734458,,,,,,,
179,178.0,"['   Spouse ( s )   Tom Morehart ( m . 1980 ; div. 1984 ) Michael Tylo ( m . 1987 ; div. 2005 ) Gersson Archila ( m . 2009 ; div. 2018 )     Children       Hunter Tylo ( born Deborah Jo Hunter , July 3 , 1962 ) is an American actress , author and former model . She is best known for her role as Taylor Hayes ( 1990 -- 2002 , 2004 , 2005 -- 13 , 2014 , 2018 -- ) on The Bold']",who plays taylor on the bold and beautiful,['Hunter Tylo'],Hunter Tylo (as of 2021),3.0,Semantically the same,0.9338699579,4.762717724,0.61091286,0.9896518588,,,,,,,
180,179.0,"[', and William Todd - Jones . In the Focus on the Family radio adaptations , he is portrayed by David Suchet .   In the 2005 film , The Chronicles of Narnia : The Lion , the Witch and the Wardrobe , the CGI Aslan is voiced by Liam Neeson . Neeson returned to voice the character in the sequel , The Chronicles of Narnia : Prince Caspian in 2008 , and the third film in the series , The Chronicles of Narnia : The Voyage of the Dawn Treader .   See also ( edit )  ']",who did the voice of aslan in narnia,['Liam Neeson'],Liam Neeson,3.0,Exact match,1.0,5.0830369,0.9647396,0.9880181551,,,,,,,
181,180.0,"[""hide )   1 Gameplay   2 Plot   3 Development   4 Reception   5 References   6 External links      Gameplay   Need for Speed Payback is a racing game set in an open world environment of Fortune Valley . It is focused on `` action driving '' and has three playable characters ( each with different sets of skills ) working together to pull off action movie like sequences . In contrast with the previous game , it also features a 24 - hour day - night cycle""]",need for speed payback where does it take place,['Fortune Valley'],"The game takes place in the fictional location of Fortune Valley, inspired by the deserts and cities of Nevada and California.",3.0,Different granularity,0.8532722592,4.028607845,0.57657164,0.6747451425,,,,,,,
182,181.0,"['McCartney ( born 18 June 1942 ) of the Beatles . It is one of the best known and most successful musical collaborations in history , with the Beatles selling over 600 million records , tapes and CDs as of 2004 . Between 1962 and 1969 , the partnership published approximately 180 jointly credited songs , of which the vast majority were recorded by the Beatles , forming the bulk of their catalogue .   Unlike many songwriting partnerships that comprise separate lyricist and composer , both Lennon and McCartney wrote words and music . Sometimes , especially early on ,']",how many songs did lennon and mccartney write,['approximately 180'],Around 180 songs.,3.0,Semantically the same,0.9088072181,4.597734451,0.51903373,0.8409951329,,,,,,,
183,182.0,"['   FMA   19034     Anatomical terms of neuroanatomy ( edit on Wikidata )     The sciatic nerve ( / saɪˈætɪk / ; also called ischiadic nerve , ischiatic nerve ) is a large nerve in humans and animals . It begins in the lower back and runs through the buttock and down the lower limb . It is the longest and widest single nerve in the human body , going from the top of the leg to the foot on the posterior aspect . The sciatic nerve provides the connection to the nervous system for nearly the whole of the skin of the leg ,']",where does the sciatic nerve run in the human body,['begins in the lower back and runs through the buttock and down the lower limb'],The sciatic nerve runs from the lower back through the hips and buttocks down the back of each leg.,3.0,Semantically the same,0.8913968205,3.21040225,0.6224463,0.9064387083,,,,,,,
184,183.0,"[""Valance '' ( 1962 )   `` Only Love Can Break a Heart '' ( 1962 )        `` ( The Man Who Shot ) Liberty Valance '' is a song written by Burt Bacharach and Hal David , which was released by Gene Pitney in 1962 . The song spent 13 weeks on the Billboard Hot 100 chart , peaking at No. 4 , while reaching No. 2 on Canada 's CHUM Hit Parade , and No. 4 on New Zealand 's `` Lever Hit Parade '' .   Although the song never""]",who sang the song the man who shot liberty valance,['Gene Pitney'],Gene Pitney,3.0,Exact match,1.000000119,5.0955019,0.9581672,0.9898270369,,,,,,,
185,184.0,"['presidential election which was won by Democrat Barack Obama , elections for all House of Representatives seats , and several gubernatorial elections , as well as many state and local elections , occurred on the same date .   Going into these elections , the Senate consisted of 49 Democrats , 49 Republicans , and two Independents who caucused with the Democrats , giving the Democratic caucus the slightest 51 - 49 majority . Of the seats up for election in 2008 , 23 were held by Republicans and 12 by Democrats . The Republicans , who openly conceded early']",who had control of the senate in 2008,['Democrats'],The Democratic Party had control of the Senate in 2008.,3.0,Semantically the same,0.8257926106,4.04598999,0.26601458,0.9884393215,,,,,,,
186,185.0,"[""beautiful former debutante Daisy Buchanan . Considered to be Fitzgerald 's magnum opus , The Great Gatsby explores themes of decadence , idealism , resistance to change , social upheaval , and excess , creating a portrait of the Jazz Age or the Roaring Twenties that has been described as a cautionary tale regarding the American Dream .   Fitzgerald -- inspired by the parties he had attended while visiting Long Island 's north shore -- began planning the novel in 1923 , desiring to produce , in his words , `` something new -- something extraordinary and beautiful and simple and intricately patterned . '' Progress""]",what kind of story is the great gatsby,['a cautionary tale regarding the American Dream .'],"It is a tragic love story with themes of wealth, class, and social status.",3.0,Open-ended question,0.8777851462,1.255771279,0.13265286,0.04953477159,,,,,,,
187,186.0,"['and John Ruskin . A National Park was established in 1951 and , following a minor extension in 2016 , now covers an area of approximately 2,362 square kilometres . It was designated as a UNESCO World Heritage Site in 2017 .   It is located entirely within the county of Cumbria , and all the land in England higher than 3,000 feet ( 910 m ) above sea level lies within the National Park , including Scafell Pike , the highest mountain in England . It also contains the deepest and longest bodies of water in England , respectively Wast Water']",where is the lake district located in the uk,['county of Cumbria'],The Lake District is located in northwest England.,3.0,Different granularity,0.8036218882,1.222756743,0.008876484,0.1720836759,,,,,,,
188,187.0,"[""fragment of the Piri Reis map showing the Central and South American coast . The appended notes say `` the map of the western lands drawn by Columbus ''  The Piri Reis map is a world map compiled in 1513 from military intelligence by the Ottoman admiral and cartographer Piri Reis ( pronounced ( piɾi ɾeis ) ) . Approximately one third of the map survives ; it shows the western coasts of Europe and North Africa and the coast of Brazil with reasonable accuracy . Various Atlantic islands , including the Azores and Canary Islands , are depicted , as""]",the explorer accurately mapped the coasts of europe and north africa,['Piri Reis'],Who is the explorer being referred to?,1.0,Incorrect prediction,0.7826347947,1.568138838,0.009521324,0.1161610782,,,,,,,
189,188.0,"[' 7 Television censorship and alternative versions   8 Spinoff   9 See also   10 References   11 External links    Plot ( edit )   Wealthy Texan Big Enos Burdette and his son Little Enos seek a truck driver willing to bootleg Coors beer to Georgia for their refreshment . At the time , Coors was regarded as one of the finest beers in the United States , but it could not be legally sold east of the Mississippi River . Truck drivers who had taken the bet previously had been caught and arrested']",what kind of beer in smokey and the bandit,['bootleg Coors beer'],Coors,3.0,Different granularity,0.8148132563,3.424260616,0.7009669,0.1565313488,,,,,,,
190,189.0,"[' The Tricare logo  Tricare ( styled TRICARE ) , formerly known as the Civilian Health and Medical Program of the Uniformed Services ( CHAMPUS ) , is a health care program of the United States Department of Defense Military Health System . Tricare provides civilian health benefits for U.S Armed Forces military personnel , military retirees , and their dependents , including some members of the Reserve Component . Tricare is the civilian care component of the Military Health System , although historically it also included health care delivered in the military medical treatment facilities .   The Tricare program is managed by the Defense Health Agency ( DHA ) . Before 1 October 2013 , it']",who does tri-care provide accident and health coverage to,"['U.S Armed Forces military personnel , military retirees , and their dependents , including some members of the Reserve Component']","Tri-Care provides accident and health coverage to eligible military members, their families, and retirees.",3.0,Different granularity,0.8631236553,2.714366913,0.32102367,0.08756519109,,,,,,,
191,190.0,"['Bay , Ontario   Canada     Eclipse   Great Palm Island group , Queensland   Australia     Eday   Orkney Islands   Scotland     Eden   Arkansas   United States     Egdell   Nunavut   Canada     Edgeøya   Svalbard   Norway     Estido   South Carolina   United States     Edith Hammock   Alabama   United States     Éfaté  ', 'Ontario   Canada     Elizabeth   Lake Superior , Michigan   United States     Elizabeth   Western Port Bay , Victoria   Australia     Elk   Wyoming   United States     Ellef Ringnes   Sverdrup Islands , Nunavut   Canada     Ellesmere   Nunavut   Canada     Ellis   New York Harbor , New York   United States     Elm   Maryland / Virginia   United', '  United States     Elizabeth   Western Port Bay , Victoria   Australia     Elk   Wyoming   United States     Ellef Ringnes   Sverdrup Islands , Nunavut   Canada     Ellesmere   Nunavut   Canada     Ellis   New York Harbor , New York   United States     Elm   Maryland / Virginia   United States     Elm   North Channel , Ontario  ']",an island in nunavut that starts with e,"['Egdell', 'Ellef Ringnes', 'Ellesmere']",Ellesmere Island,3.0,Semantically the same,0.9560936093,4.615579605,0.850171,0.9880583882,,,,,,,
192,191.0,"[""In the comics , Howard and his wife died in a car crash , as the result of faulty brakes arranged by either business competitors Republic Oil & Gas or by the V - Battalion . Howard 's death inspired his son to take both business and engineering seriously as Iron Man .   Fictional character biography ( edit )  Howard Stark 's first appearance in Iron Man # 28 ( August 1970 )  The son of Howard Stark , Sr. , Howard was born in Richford , New York . An avid and brilliant inventor from a young""]",howard stark is the father of what superhero,['Iron Man'],Tony Stark (Iron Man),3.0,Different granularity,0.8727486134,4.643646717,0.56757915,0.9863975644,,,,,,,
193,192.0,"['American television shows , films , video games , and other media in order to prevent practical jokers and curious callers from bothering real people and organisations by telephoning numbers they see in works of fiction ; generally , in North America , a number with 555 as a prefix will not connect to a real person .   Not all numbers that begin with 555 are fictional : for example , 555 - 1212 is one of the standard numbers for directory assistance throughout the United States and Canada . In fact , only 555 - 0100 through 555 - 0199 are now specifically reserved']",why do phone numbers in movies have 555,['will not connect to a real person'],To avoid giving out real phone numbers and possibly causing harassment or confusion for people who may have that number.,3.0,Semantically the same,0.8547216654,1.801349998,0.2627922,0.2661580145,,,,,,,
194,193.0,"[""by Jonathan Wexler .    Supporting ( edit )  The Doodlebops and Bus Driver Bob at a Doodlebops Live ! concert in Anaheim , California on February 29 , 2008 .   Bus Driver Bob -- Bob drives the Doodlebop bus . He is portrayed by John `` Giovanni '' Catucci . He knows how to play the guitar , but is shy about it and only plays for himself . He is also a big fan of trains . Bob has an identical twin brother named Rob and another off - screen brother named Obear .   Jazzmin --""]",who plays bus driver bob on the doodlebops,"[""John `` Giovanni '' Catucci""]",John Catucci,3.0,Semantically the same,0.8571398258,4.159949303,0.8199191,0.4839079082,,,,,,,
195,194.0,"['1961 - 08 - 14 ) August 14 , 1961 ( age 56 ) Santa Monica , California , U.S.     Occupation   Actress , artist , radio personality , advocate     Years active   1968 -- present     Susan Marie Olsen ( born August 14 , 1961 ) is an American former child actress , animal welfare advocate , artist , and former radio host . Olsen is known for her role as Cindy Brady , the youngest Brady child in the sitcom The Brady Bunch for the full run of']",who played the youngest daughter on the brady bunch,['Susan Marie Olsen'],"Susan Olsen played the youngest daughter, Cindy Brady, on The Brady Bunch.",3.0,Different granularity,0.8220283389,3.975457668,0.40403506,0.9607163072,,,,,,,
196,195.0,"['Amendments XI -- XXVII   Unratified Amendments         United States portal   U.S. Government portal   Law portal   Wikipedia book                   Article One of the United States Constitution establishes the legislative branch of the federal government , the United States Congress . The Congress is a bicameral legislature consisting of a House of Representatives and a Senate .     Contents  ( hide )   1 Section 1 :']",where can the powers of the legislative branch be found in the constitution,['Article One'],In Article I of the Constitution.,3.0,Semantically the same,0.8636456728,3.448419809,0.6036386,0.8906011581,,,,,,,
197,196.0,"['and its predecessors , the NSWRL , ARL and SL premierships . Players still currently active are listed in bold .     Ranking   Points   Player   Club / Clubs   Career span       2,418   Hazem El Masri   Canterbury - Bankstown Bulldogs   1996 - 2009       2,185   Cameron Smith   Melbourne Storm   2002 -       2,176   Andrew Johns   Newcastle Knights   1993 - 2007']",who has scored the most points in nrl,['Hazem El Masri'],"Cameron Smith with 2,786 points.",2.0,Answer is time-dependent,0.7697414756,1.322565913,0.009267041,0.05255053937,,,,,,,
198,197.0,"[' 8 Adaptation   9 Notes   10 References   11 External links      Premise ( edit )   Set in the fictional town of Star City , California , The series Malcolm in the Middle is about a boy named Malcolm Wilkerson and his dysfunctional family . The show stars Frankie Muniz as Malcolm , the third of four and later five boys , his brothers , and their parents , Lois ( Jane Kaczmarek ) and Hal ( Bryan Cranston ) . Their first child , Francis ( Christopher Masterson )']",malcolm in the middle what is their last name,['Wilkerson'],The family's last name is Wilkerson.,3.0,Semantically the same,0.8323617578,4.433420181,0.72660965,0.9866085649,,,,,,,
199,198.0,"[""toss , and as the Panthers prepare for the playoffs , Miles clears his locker . While in his uncle 's car , he cries about his future in football becoming bleak .   Permian is successful in the playoffs , but all eyes are on the state powerhouse Dallas Carter High School . Permian and Carter make it to the state championship game , which is held at the Astrodome due to the schools ' different demographics . Miles rejoins the team and watches from the sidelines as the Panthers head into the game . They are initially overwhelmed by Carter 's""]",who wins in the movie friday night lights,['Dallas Carter High School'],The Permian Panthers lose the state championship game.,1.0,Mismatch with question intent,0.8251233697,1.193655729,0.010150745,0.05108899996,,,,,,,
200,199.0,"["" Hattie Gotobed as Lily   Greg Hicks as Black Knight General   Peter Ferdinando as Black Knight   Anastasia Hille as Ravenna 's Mother   Annabelle Wallis as Sara , The Hunstsman 's Wife    The dwarves ( edit )    Ian McShane as Beith , the leader of the Dwarves .   Bob Hoskins as Muir , the blind elder Dwarf , who possesses the powers of premonition . This was Hoskins 's final role before his retirement from acting ( and his death ) due to Parkinson 's disease ."", ""  Peter Ferdinando as Black Knight   Anastasia Hille as Ravenna 's Mother   Annabelle Wallis as Sara , The Hunstsman 's Wife    The dwarves ( edit )    Ian McShane as Beith , the leader of the Dwarves .   Bob Hoskins as Muir , the blind elder Dwarf , who possesses the powers of premonition . This was Hoskins 's final role before his retirement from acting ( and his death ) due to Parkinson 's disease .   Ray Winstone as Gort , an ill - tempered Dwarf ."", "", the leader of the Dwarves .   Bob Hoskins as Muir , the blind elder Dwarf , who possesses the powers of premonition . This was Hoskins 's final role before his retirement from acting ( and his death ) due to Parkinson 's disease .   Ray Winstone as Gort , an ill - tempered Dwarf .   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as"", "", the blind elder Dwarf , who possesses the powers of premonition . This was Hoskins 's final role before his retirement from acting ( and his death ) due to Parkinson 's disease .   Ray Winstone as Gort , an ill - tempered Dwarf .   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as Quert , Duir 's son .   Brian Gleeson as Gus ,"", ""was Hoskins 's final role before his retirement from acting ( and his death ) due to Parkinson 's disease .   Ray Winstone as Gort , an ill - tempered Dwarf .   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as Quert , Duir 's son .   Brian Gleeson as Gus , the youngest of the Dwarfs who develops a bond with Snow White and later"", ""and his death ) due to Parkinson 's disease .   Ray Winstone as Gort , an ill - tempered Dwarf .   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as Quert , Duir 's son .   Brian Gleeson as Gus , the youngest of the Dwarfs who develops a bond with Snow White and later sacrifices himself to save her .    Production ("", "" Ray Winstone as Gort , an ill - tempered Dwarf .   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as Quert , Duir 's son .   Brian Gleeson as Gus , the youngest of the Dwarfs who develops a bond with Snow White and later sacrifices himself to save her .    Production ( edit )   Development ( edit )   Evan"", "".   Nick Frost as Nion , Beith 's right - hand man .   Toby Jones as Coll , Duir 's brother .   Eddie Marsan as Duir , Coll 's brother .   Johnny Harris as Quert , Duir 's son .   Brian Gleeson as Gus , the youngest of the Dwarfs who develops a bond with Snow White and later sacrifices himself to save her .    Production ( edit )   Development ( edit )   Evan Daugherty initially wrote the screenplay in 2003 , when he was""]",dwarfs in snow white and the huntsman movie,"['Ian McShane', 'Bob Hoskins', 'Ray Winstone', 'Nick Frost', 'Toby Jones', 'Eddie Marsan', 'Johnny Harris', 'Brian Gleeson']","There were eight dwarfs in the Snow White and the Huntsman movie: Beith, Muir, Quert, Coll, Duir, Gort, Nion, and Gus.",3.0,Ambiguous entity/event references,0.776576519,1.394903064,0.009942777,0.4839161634,,,,,,,
